index;budget;genres;id;keywords;popularity;production_countries;release_date;revenue;title;vote_average;vote_count;cast;director
2081;0;Drama Comedy Romance;44857;;2.636193;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.10.1999;0;Molly;6,4;14;Elisabeth Shue, Eckhart Hennessy, Thomas D.W.,  ,  ;John Duigan
2082;21000000;Drama;50780;puppet woman director;13.847872;"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.02.2011;970816;The Beaver;5,1;276;Jodie Foster, Gibson Lawrence, Anton Zachary,  ,  ;Jodie Foster
2083;35000000;Comedy;16363;brothel corset crusader musical governor;4.189378;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.07.1982;69701637;The Best Little Whorehouse in Texas;6,7;41;Burt Reynolds, Parton DeLuise, Charles Jim,  ,  ;Colin Higgins
2084;15000000;Action Thriller Science Fiction Horror;1946;video game hacker bodyguard pop star virtual reality;21.928025;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";14.04.1999;2856712;eXistenZ;5,8;475;Jennifer Jason, Jude Ian, Holm Dafoe,  McKellar,  ;David Cronenberg
2085;18000000;Adventure Action;85;saving the world riddle nepal himalaya cairo;68.159596;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.06.1981;389925971;Raiders of the Lost Ark;6,5;3854;Harrison Ford, Allen Freeman, Ronald John,  ,  ;Steven Spielberg
2086;18000000;Comedy Family Adventure Crime;772;holiday new york new york city christmas;81.487685;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.11.1992;358991681;Home Alone 2: Lost in New York;6,6;2395;Macaulay Culkin, Pesci O'Hara, Daniel John,  ,  ;Chris Columbus
2087;20000000;Science Fiction Drama;840;indiana obsession extraterrestrial technology evacuation blackout;52.45650500000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.11.1977;303788635;Close Encounters of the Third Kind;5,5;1098;Richard Dreyfuss, Truffaut Garr, Melinda Bob,  ,  ;Steven Spielberg
2088;38000000;Horror Thriller;9682;suicide hacker death of a friend website remake;9.662714999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.08.2006;29907685;Pulse;6,3;150;Kristen Bell, Somerhalder Milian, Rick Jonathan,  ,  ;Jim Sonzero
2089;20000000;Action Comedy Crime;96;smuggling of arms detective intensive care undercover strip club;25.28436;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.05.1987;299965036;Beverly Hills Cop II;5,9;613;Eddie Murphy, Reinhold Ashton, Ronny Paul,  ,  ;Tony Scott
2090;20000000;Comedy;10678;prison ex-boyfriend support escape lawyer;8.351385;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";07.03.2003;132675402;Bringing Down the House;6,7;183;Steve Martin, Latifah Levy, Joan Jean,  ,  ;Adam Shankman
2091;19000000;Crime Drama Thriller;274;based on novel psychopath horror suspense serial killer;18.174804;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.02.1991;272742922;The Silence of the Lambs;7,7;4443;Jodie Foster, Hopkins Glenn, Ted Anthony,  ,  ;Jonathan Demme
2092;20000000;Music Comedy;8872;tv show heavy metal television producer woman director;21.815122;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.02.1992;121697323;Wayne's World;6,3;728;Mike Myers, Carvey Lowe, Tia Lara,  Boyle,  ;Penelope Spheeris
2093;20000000;Comedy Documentary Action;16290;pain stunts stuntman stupidity comedy;20.99174;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]";15.10.2010;117224271;Jackass 3D;7,2;428;Johnny Knoxville, Margera Dunn, Steve-O Pontius,  ,  ;Jeff Tremaine
2094;20000000;Horror Thriller;579;mayor island police chief sailing boat accident;19.636044000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.06.1978;187884007;Jaws 2;5;406;Roy Scheider, Gary Hamilton, Joseph Jeffrey,  ,  ;Jeannot Szwarc
2095;20000000;Adventure Comedy Family;14405;dog dirt chihuahua pinata potted plant duringcreditsstinger;12.25264;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";03.10.2008;149281606;Beverly Hills Chihuahua;6,1;209;Drew Barrymore, Perabo Garc\u00eda, George Paul,  ,  ;Raja Gosnell
2096;13000000;Horror Thriller;138843;sister sister relationship exorcism rhode island based on true story farmhouse;49.975409;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.07.2013;318000141;The Conjuring;5,4;3092;Patrick Wilson, Farmiga Taylor, Ron Shanley,  ,  ;James Wan
2097;32000000;Adventure Comedy Family Romance;11637;car journey macho road trip children pretty woman;13.590677;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.01.2005;97918663;Are We There Yet?;8,1;221;Ice Cube, Long Allen, Philip Jay,  ,  ;Brian Levant
2098;20000000;Comedy;226486;;21.657563;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.07.2014;100525432;Tammy;6,5;500;Melissa McCarthy, Sarandon Bates, Allison Dan,  ,  ;Ben Falcone
2099;35000000;Comedy Music;1584;rock and roll rock high school music band;43.057323;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";03.10.2003;131282949;School of Rock;6,4;1414;Jack Black, Cusack White, Sarah Adam,  ,  ;Richard Linklater
2100;18000000;Action Fantasy;9312;martial arts monster island gore sorcerer;16.470895000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.08.1995;122195920;Mortal Kombat;5,9;442;Christopher Lambert, Shou Ashby, Cary-Hiroyuki Bridgette,  ,  ;Paul W.S. Anderson
2101;37000000;Comedy;12153;undercover fbi fish out of water high society buddy cop;28.703007;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.06.2004;113086475;White Chicks;4,9;679;Shawn Wayans, Wayans King, Frankie Maitland,  ,  ;Keenen Ivory Wayans
2102;20000000;Comedy Drama;65057;hawaii father-in-law daughter cheating wife beach house;40.903931;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.09.2011;177243185;The Descendants;7,4;934;George Clooney, Woodley Miller, Nick Robert,  ,  ;Alexander Payne
2103;20000000;Adventure Family Drama Comedy;8326;curse suitor false accusations reference to annabel lee digging;22.001407999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.04.2003;0;Holes;5,2;383;Sigourney Weaver, Voight Blake, Nelson Arquette,  LaBeouf,  ;Andrew Davis
2104;0;Drama Family Romance;35690;brother sister relationship new love daughter summer vacation woman director;23.139971;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.03.2010;0;The Last Song;5;923;Miley Cyrus, Kinnear Coleman, Liam Hallock,  ,  ;Julie Anne Robinson
2105;20000000;Drama History;76203;whip kidnapping slavery plantation night shift;95.9229;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";18.10.2013;187000000;12 Years a Slave;6,7;3674;Chiwetel Ejiofor, Fassbender Nyong'o, Benedict Paul,  ,  ;Steve McQueen
2106;20000000;Drama Romance Comedy Music;13497;music rehearsal fraternity initiation television broadcast white male pretending to be black sorority party;4.748929;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.12.2002;57588485;Drumline;5,4;116;Nick Cannon, Saldana Jones, Leonard GQ,  ,  ;Charles Stone III
2107;20000000;Comedy Romance;35688;;2.986286;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.04.2010;60072596;Why Did I Get Married Too?;6,3;29;Tyler Perry, Jackson Scott, Sharon Malik,  ,  ;Tyler Perry
2108;20000000;Fantasy Drama Romance;162;underdog love at first sight hairdresser small town scissors;47.51363;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.12.1990;53000000;Edward Scissorhands;6,7;3601;Johnny Depp, Ryder Wiest, Alan Anthony,  Hall,  ;Tim Burton
2109;20000000;Drama Romance;296096;england based on novel depression small town wheelchair;53.161905000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.06.2016;207945075;Me Before You;6,7;2562;Emilia Clarke, Claflin McTeer, Charles Brendan,  ,  ;Thea Sharrock
2110;0;Drama Comedy Crime;103370;;7.0509509999999995;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";29.06.2012;0;Madea's Witness Protection;6,9;52;Tyler Perry, Levy Richards, Doris Devan,  ,  ;Tyler Perry
2111;1800000;Action Crime Thriller;1051;police brutality marseille night life attempted murder drug dealer;15.978136;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.10.1971;41158757;The French Connection;7,9;422;Gene Hackman, Rey Scheider, Tony Bianco,  Bozzuffi,  ;William Friedkin
2112;20000000;Comedy;376659;alcohol bar party divorce family;42.512296;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.07.2016;183936074;Bad Moms;6,2;1252;Mila Kunis, Bell Hahn, Christina Jada,  Smith,  ;Jon Lucas
2113;20000000;Comedy;10073;date diary parents-in-law bridegroom wedding;10.098722;"[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.02.2006;48548426;Date Movie;6,1;222;Alyson Hannigan, Campbell Monk, Jennifer Fred,  ,  ;Jason Friedberg
2114;20000000;Adventure Fantasy Animation Family;16690;animation;15.341196;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.02.2002;109862682;Return to Never Land;7,5;290;Harriet Owen, Weaver Bennett, Kath Corey,  ,  ;Robin Budd
2115;20000000;History Drama;273895;alabama martin luther king president black american civil rights;29.023184000000004;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.12.2014;66787908;Selma;7,6;817;David Oyelowo, Wilkinson Ejogo, Andr\u00e9 Omar,  Dorsey,  ;Ava DuVernay
2116;20000000;Family Animation Adventure;14873;river musical tiger village feral child;19.819893;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";07.02.2003;135680000;The Jungle Book 2;5,9;269;John Goodman, Joel Mae, Whitman Funk,  Joles,  ;Steve Trenbirth
2117;20000000;Thriller Horror Drama Mystery;8968;nightmare hallucination childhood trauma break-up hometown;11.62423;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.02.2005;67192859;Boogeyman;7,4;191;Emily Deschanel, Watson McCole, Bartusiak Lawless,  Mussett,  ;Stephen T. Kay
2118;20000000;Thriller Drama Mystery;9963;deja vu dying and death time travel loss of husband car crash;22.049787;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.02.2007;84146832;Premonition;6,3;381;Sandra Bullock, McMahon Taylor, Burness Long,  McClure,  ;Mennan Yapo
2119;30000000;Animation Family;15655;owl donkey tiger piglet bear;9.829858999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.02.2000;45554533;The Tigger Movie;3,6;143;Jim Cummings, Hopkins Sansom, John Peter,  ,  ;Jun Falkenstein
2120;20000000;Horror Thriller Mystery;21208;nun deaf-mute orphan all girl troubled marriage;29.295801;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.07.2009;41596251;Orphan;6,1;1261;Vera Farmiga, Sarsgaard Fuhrman, CCH Jimmy,  ,  ;Jaume Collet-Serra
2121;20000000;Adventure Drama Family;272878;afghanistan war based on true story rescue betrayal;14.136476000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.06.2015;43967255;Max;7,4;276;Thomas Haden, Josh Lauren, Graham Amell,  Xitlali,  ;Boaz Yakin
2122;20000000;Action Adventure Comedy;9760;;6.0646379999999995;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.01.2007;86865564;Epic Movie;5,6;326;Kal Penn, Campbell Coolidge, Jayma Faune,  Chambers,  ;Jason Friedberg
2123;20000000;Drama Thriller History;314365;child abuse journalism judge florida boston;41.503588;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.11.2015;88346473;Spotlight;4,6;2686;Mark Ruffalo, Keaton McAdams, Liev John,  ,  ;Tom McCarthy
2124;20000000;Drama Crime Thriller;13279;vandalism harassment neighbor house party shot to death;20.495749;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.09.2008;27640028;Lakeview Terrace;5,8;292;Samuel L., Patrick Kerry, Washington Glass,  Chambers,  ;Neil LaBute
2125;20000000;Horror Thriller;1975;remake little boy curse;13.906944000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.10.2006;39143839;The Grudge 2;6,3;283;Sarah Michelle, Amber Edison, Chen Kebbel,  Beals,  ;Takashi Shimizu
2126;20000000;Comedy Drama Romance;33644;black people age difference jamaica vacation female protagonist;2.003047;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.08.1998;37672350;How Stella Got Her Groove Back;6,7;24;Angela Bassett, Diggs Goldberg, Regina Suzzanne,  ,  ;Kevin Rodney Sullivan
2127;0;Adventure Comedy Family Fantasy Science Fiction;1649;future dying and death heaven time travel heavy metal;11.349664;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.07.1991;0;Bill & Ted's Bogus Journey;6,8;308;Keanu Reeves, Winter Carlin, William Joss,  ,  ;Peter Hewitt
2128;20000000;Comedy Drama Romance Thriller;9895;usa president presidential election comedian;11.203335000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.10.2006;41237648;Man of the Year;3,2;129;Robin Williams, Walken Linney, Lewis Jeff,  ,  ;Barry Levinson
2129;20000000;Adventure Family Science Fiction Action;9570;killer robot space marine ghost ship black hole;8.265317;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.12.1979;35841901;The Black Hole;7,8;131;Maximilian Schell, Perkins Forster, Joseph Ernest,  ,  ;Gary Nelson
2130;20000000;Crime Drama Thriller;27579;prostitute sweden suspense priest very little dialogue;18.632156;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.08.2010;65464324;The American;5,9;481;George Clooney, Placido Reuten, Paolo Johan,  ,  ;Anton Corbijn
2131;20000000;Drama;16052;musical tejano elopement bustier fan club;6.92592;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.03.1997;60000000;Selena;5,2;114;Jennifer Lopez, James Constance, Marie Seda,  Ontiveros,  ;Gregory Nava
2132;20000000;Horror Comedy;40264;vampire high school prom spoof horror spoof;17.165039;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.08.2010;80547866;Vampires Suck;6;315;Chris Riggi, Lanter Proske, Ken Bradley,  ,  ;Jason Friedberg
2133;25000000;Drama;1164;terror loss of mother gun morocco deaf-mute;25.785925;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.09.2006;135330182;Babel;5,9;1055;Brad Pitt, Blanchett Garc\u00eda, Bernal Kikuchi,  Barraza,  ;Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
2134;19800000;Drama Comedy;239678;based on novel funeral dysfunctional family death of father man child;20.311684;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.09.2014;41296320;This Is Where I Leave You;5,8;505;Jason Bateman, Fey Driver, Rose Corey,  ,  ;Shawn Levy
2135;20000000;Drama Mystery;14359;sexual abuse boy wine gift janitor;20.975165;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.11.2008;50907234;Doubt;6,1;435;Meryl Streep, Seymour Amy, Adams Davis,  Drummond,  ;John Patrick Shanley
2136;32000000;Music Adventure Animation Action Comedy;3989;paris france cairo capitalism loss of lover;26.509175;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.10.2004;50907422;Team America: World Police;5,8;660;Trey Parker, Stone Miller, Masasa Daran,  ,  ;Trey Parker
2137;20000000;Horror Thriller;76617;sequel gore leatherface slasher chainsaw;26.497025;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";03.01.2013;47241945;Texas Chainsaw 3D;7;465;Alexandra Daddario, Yeager Moseley, Marilyn Tania,  ,  ;John Luessenhop
2138;0;Drama Thriller;1710;police brutality psychology police operation police protection serial killer;14.211699;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.10.1995;0;Copycat;4,2;194;Sigourney Weaver, Hunter Patton, William Harry,  Jr.,  ;Jon Amiel
2139;20000000;Comedy;4258;sequel parody spoof aftercreditsstinger duringcreditsstinger;36.819044;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.04.2013;78378744;Scary Movie 5;6,9;793;Simon Rex, Tisdale Sheen, Lindsay Erica,  ,  ;Malcolm D. Lee
2140;20000000;Drama Action Comedy Western Music;20391;mining prospector;7.9025360000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.10.1969;31678778;Paint Your Wagon;6,5;63;Lee Marvin, Eastwood Seberg, Harve Ray,  ,  ;Joshua Logan
2141;20000000;History Drama;10139;gay san francisco homophobia mayor biography;30.909699;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.11.2008;54586584;Milk;7;612;Sean Penn, Hirsch Franco, Josh Diego,  ,  ;Gus Van Sant
2142;20000000;Action;335778;christianity jesus christ apostle crucifixion jerusalem;16.663797;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.02.2016;46069568;Risen;6,6;295;Tom Felton, Curtis Fiennes, Peter Mark,  ,  ;Kevin Reynolds
2143;35000000;Horror Mystery Thriller;9645;cruise pilot ghost ship;27.724913;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.10.2002;68349884;Ghost Ship;5,3;531;Gabriel Byrne, Margulies Harrington, Ron Isaiah,  ,  ;Steve Beck
2144;19000000;Comedy;55465;holiday indian lead beer christmas tree cannabis;17.971883;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.11.2011;35387212;A Very Harold & Kumar Christmas;6,4;328;Neil Patrick, John Elias, Koteas Ackles,  Penn,  ;Todd Strauss-Schulson
2145;20000000;Crime Drama Mystery;617;upper class poison sailboat rape sexual abuse;25.041992;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.03.1998;67200000;Wild Things;4,6;444;Matt Dillon, Bacon Richards, Neve Theresa,  ,  ;John McNaughton
2146;0;Horror Thriller Mystery;19904;step father remake;7.924428;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.10.2009;0;The Stepfather;6,2;167;Dylan Walsh, Ward Badgley, Amber Sherry,  ,  ;Nelson McCormick
2147;20000000;Drama Thriller;48289;beach mossad secret agent insane asylum lye;14.857884;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.04.2010;45636368;The Debt;7,1;257;Helen Mirren, Hinds Wilkinson, Jessica Sam,  ,  ;John Madden
2148;30000000;Comedy Drama Romance Music;243;chicago music record rock and roll record store soul;23.982956;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.03.2000;47126295;High Fidelity;5,7;628;John Cusack, Hjejle Louiso, Jack Lisa,  ,  ;Stephen Frears
2149;20000000;Horror Mystery Thriller;6933;candy loss of sister mobile phone answering machine dying and death;12.458131;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.01.2008;0;One Missed Call;5,3;171;Shannyn Sossamon, Burns Claudia, Talanc\u00f3n Wise,  Skye,  ;Eric Valette
2150;20000000;Drama Thriller;17182;rape gun self-defense grieving parents;3.9963919999999997;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.01.1996;0;Eye for an Eye;6;63;Sally Field, Sutherland Harris, Beverly Charlayne,  ,  ;John Schlesinger
2151;20000000;Thriller Crime Drama;8848;infidelity subway car dealer vault mannequin;30.387753999999997;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.02.2008;64822796;The Bank Job;6,3;697;Jason Statham, Burrows Campbell, Moore Mays,  Faulkner,  ;Roger Donaldson
2152;20000000;Science Fiction Drama Romance;38;deja vu regret jealousy amnesia dream;56.481487;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.03.2004;72258126;Eternal Sunshine of the Spotless Mind;5,4;3652;Jim Carrey, Winslet Dunst, Mark Elijah,  ,  ;Michel Gondry
2153;20000000;Comedy Romance;38303;brother sister relationship marriage bully duringcreditsstinger;19.962713;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.09.2010;32005248;You Again;6,3;368;Kristen Bell, Weaver White, Kristin Odette,  ,  ;Andy Fickman
2154;20000000;Action Crime Drama Thriller;1266;police los angeles;18.666876000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.04.2008;65569869;Street Kings;7;363;Keanu Reeves, Whitaker Evans, Hugh Martha,  ,  ;David Ayer
2155;20000000;Comedy Action Science Fiction;107985;end of the world apocalypse trilogy homage;55.96460500000001;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";18.07.2013;46089287;The World's End;4,7;1778;Simon Pegg, Frost Freeman, Eddie Paddy,  ,  ;Edgar Wright
2156;0;Action Adventure Crime Family Mystery;14043;california detective based on novel dream kidnapping;5.0348;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.06.2007;0;Nancy Drew;5,8;143;Emma Roberts, Flitter Thieriot, Rachael Cook,  Donovan,  ;Andrew Fleming
2157;20000000;Fantasy Horror Action Thriller Science Fiction;19901;female nudity sunrise waitress experiment rain;;;;;;6,6;; ,  ,  ,  ,  ;
2158;20000000;Comedy Romance;34016;confidence romantic comedy dating insecurity airport security;16.176976;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.03.2010;49779728;She's Out of My League;7,9;525;Alice Eve, Baruchel Vogel, Krysten Debra,  Rupp,  ;Jim Field Smith
2159;20000000;Adventure Comedy Romance;59860;monte carlo mistaken identity look-alike young woman texan;17.237143;"[{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.07.2011;17425000;Monte Carlo;6;593;Selena Gomez, Cassidy Monteith, Leighton Andie,  ,  ;Thomas Bezucha
2160;9000000;Horror Thriller;10069;video game hacker virtual reality virtual fight baroness;4.34503;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.03.2006;27105095;Stay Alive;6,3;155;Jon Foster, Armstrong Muniz, Jimmi Wendell,  ,  ;William Brent Bell
2161;0;Romance Action Adventure Western Drama;9588;australian chase;11.360997;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.10.1990;0;Quigley Down Under;6,7;119;Tom Selleck, San Alan, Rickman Haywood,  Haddrick,  ;Simon Wincer
2162;20000000;Family Animation;12819;wolf arranged marriage forbidden love road trip park;;;;;;5,8;; ,  ,  ,  ,  ;
2163;20000000;Action Adventure Fantasy Horror Science Fiction;9954;magic male friendship college supernatural powers teenager;15.804814000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.09.2006;37597471;The Covenant;;288;Steven Strait, Ramsey Lucas, Taylor Chace,  ,  ;Renny Harlin
2164;0;Comedy Drama;10115;gymnastics trainer puberty training sport;9.750557;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.04.2006;0;Stick It;5,9;148;Jeff Bridges, Peregrym Lengies, Maddy Nikki,  ,  ;Jessica Bendinger
2165;40000000;Comedy Family;25132;;4.100942;"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.08.2009;28972508;Shorts;6;44;Jimmy Bennett, Dennings Vanier, William Macy,  Spader,  ;Robert Rodriguez
2166;20000000;Fantasy Drama Comedy Thriller;577;adultery winter obsession television new hampshire;12.309714999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.05.1995;21284514;To Die For;5,3;175;Nicole Kidman, Dillon Phoenix, Casey Illeana,  ,  ;Gus Van Sant
2167;20000000;Mystery Adventure Crime;328387;based on novel technology internet hacking teenager;62.933899;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.07.2016;83707310;Nerve;6,5;2181;Emma Roberts, Franco Meade, Miles Juliette,  ,  ;Henry Joost
2168;20000000;Drama Western Crime;12690;small town rancher;16.074397;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.09.2008;20211394;Appaloosa;;299;Viggo Mortensen, Harris Zellweger, Jeremy Timothy,  ,  ;Ed Harris
2169;20000000;Action Drama Fantasy Horror Thriller;9945;based on novel new mexico party vampire hunter revenge;17.016284;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.04.1998;0;Vampires;5,2;255;James Woods, Baldwin Lee, Thomas Griffith,  Schell,  ;John Carpenter
2170;806948;Drama Horror Thriller;539;hotel clerk arizona shower rain;93.06786600000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.06.1960;32000000;Psycho;6,3;2320;Anthony Perkins, Miles Gavin, Janet Martin,  ,  ;Alfred Hitchcock
2171;20000000;Romance Comedy;13596;date sex bar test friendship;17.145287;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.09.2008;36620508;My Best Friend's Girl;5,1;220;Dane Cook, Hudson Baldwin, Jason Diora,  ,  ;Howard Deutch
2172;20000000;Drama Romance;226857;teenage romance;27.256849;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.02.2014;34077920;Endless Love;6,7;542;Alex Pettyfer, Wilde Patrick, Rhys Emma,  ,  ;Shana Feste
2173;20000000;Comedy Drama Romance;13159;grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager;7.878177;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.05.2007;0;Georgia Rule;7,1;130;Jane Fonda, Lohan Huffman, Dermot Cary,  ,  ;Garry Marshall
2174;20000000;Comedy;47941;;0.173964;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.07.1981;2297493;Under the Rainbow;6,3;7;Chevy Chase, Fisher Arden, Joseph Robert,  ,  ;Steve Rash
